,Basal18,Basal73,Basal98,Basal103,Basal109,LumA18,LumA73,LumA98,LumA103,LumA109
ENSG00000025293,3921,4036,4079,6443,2216,6714,8148,7990,2376,3789
ENSG00000025423,336,321,34,273,74,355,395,166,148,160
ENSG00000025434,1291,1309,1172,7380,735,2270,2860,3105,520,2086
ENSG00000025708,5027,3623,3722,10785,1435,2671,7215,5637,3417,3853
ENSG00000025770,4509,4248,2680,2274,660,1608,2543,3315,1153,2332
ENSG00000025772,8090,2255,10622,3142,2311,3643,2853,4397,1871,2458
ENSG00000025796,8407,16275,5329,13087,5021,9383,9946,12841,3904,8619
ENSG00000025800,4349,6448,7068,9444,3802,11014,8401,10104,3980,5668
ENSG00000026025,24966,68041,81923,80737,12224,24421,119521,6705,10145,11223
ENSG00000026036,92,16,32,30,56,120,82,173,31,55
ENSG00000026103,548,263,305,3757,2042,651,1010,369,269,323
ENSG00000026297,1855,1939,4477,2327,603,1394,1008,1911,1183,945
ENSG00000026508,10638,55610,24560,76315,10679,86995,27368,8806,42804,18483
ENSG00000026559,4689,517,2446,164,131,34,89,7,19,31
ENSG00000026652,1841,613,602,937,201,657,1229,49,181,198
ENSG00000026751,1201,356,342,18941,934,860,6928,124,110,761
ENSG00000026950,1723,913,1347,7541,1693,3864,3534,544,577,1622
ENSG00000027001,1215,2359,753,1061,513,1831,3691,2398,1227,1703
ENSG00000027075,1080,1314,863,6593,1087,2800,5153,3768,1130,1176
ENSG00000027697,4963,8089,16128,15655,2736,4371,5974,5250,1800,4255
ENSG00000027847,1714,1546,1939,1414,393,2324,2075,2592,844,1684
ENSG00000027869,634,666,561,1339,236,113,197,22,41,45
ENSG00000028116,937,2606,847,2862,779,1586,1463,1820,583,1133
ENSG00000028137,2360,1806,2003,18059,3094,2201,2880,767,378,1491
ENSG00000028203,1813,2234,2125,4342,2037,11310,10774,6198,4433,4121
ENSG00000028277,666,429,430,2624,323,423,614,177,56,376
ENSG00000028310,3772,1814,4967,2106,1576,2547,2562,2546,1358,1592
ENSG00000028528,3855,2884,7250,9981,1847,15766,15359,17811,10172,11884
ENSG00000028839,1314,1548,673,1238,466,409,673,636,332,453
ENSG00000029153,213,625,1128,3220,4937,310,2818,373,363,184
ENSG00000029363,8062,11820,6206,14250,5529,12475,14215,17787,4580,7746
ENSG00000029364,3657,5073,2658,7767,2417,9216,8341,16265,6889,10459
ENSG00000029534,256,33,46,502,53,53,317,11,4,62
ENSG00000029559,111,200,49,132,194,14,118,99,70,27
ENSG00000029639,951,496,1226,676,239,424,569,1051,390,437
ENSG00000029725,1655,2236,1273,5862,1763,34147,18696,37537,4025,13837
ENSG00000029993,6582,8385,18088,5544,3431,22018,10057,4693,2600,9892
ENSG00000030066,3431,6162,4323,9557,5045,5631,6012,5198,1834,2922
ENSG00000030110,1519,2344,2228,2818,477,1765,2776,1710,1118,872
ENSG00000030419,406,470,227,2633,685,2500,1456,16,321,521
ENSG00000030582,39586,34801,21844,55092,7411,40200,83245,18084,31671,14054
ENSG00000031003,750,1440,661,3711,1000,4572,4028,5721,650,2375
ENSG00000031081,1671,2444,805,10731,2602,2939,9605,572,815,1244
ENSG00000031691,332,378,383,649,232,638,627,531,305,309
ENSG00000031698,8667,11495,4888,11558,2524,7914,12368,18411,8325,8726
ENSG00000031823,4661,7682,3281,3966,1100,2976,4117,7033,3228,3152
ENSG00000032219,799,752,513,3407,1149,1898,3787,2847,913,1927
ENSG00000032389,1624,3583,2878,1534,681,2032,1257,2145,1202,1363
ENSG00000032444,2420,7541,2173,4373,847,2166,3571,3645,1986,1784
ENSG00000032742,725,717,400,632,365,1474,1871,2777,709,1364
ENSG00000033011,1752,1426,601,1354,354,1760,1720,3092,1170,1881
ENSG00000033030,1254,1108,2060,2065,951,2807,2324,3472,1134,1534
ENSG00000033050,1625,3198,3519,1631,702,1592,1426,834,750,788
ENSG00000033100,5102,4132,5331,5513,2626,7745,5667,2565,2635,3483
ENSG00000033122,53,27,16,36,50,40,46,25,49,19
ENSG00000033170,1042,727,553,4297,1027,6539,4932,10372,6587,8636
ENSG00000033178,2109,4202,2294,5917,3191,5154,6610,5232,2723,3330
ENSG00000033327,1670,2033,1080,3803,682,1535,4357,2194,2830,1083
ENSG00000033627,5322,3651,1187,5703,2009,6198,3422,6679,4076,2447
ENSG00000033800,1262,1340,1332,4947,1000,4015,5008,3910,1181,2329
ENSG00000033867,809,1548,732,5509,1717,9338,22623,3102,2040,8252
ENSG00000034053,2460,1512,2008,1430,280,110,150,17,38,60
ENSG00000034152,6794,4204,3634,4200,1450,2965,11293,3597,1102,2302
ENSG00000034510,123794,68334,135728,94621,19280,42179,44294,14235,75173,16514
ENSG00000034533,294,485,407,805,256,1099,884,852,265,638
ENSG00000034677,8418,2894,2055,8143,2771,4241,5472,7887,2209,5181
ENSG00000034693,774,824,1463,1105,388,914,679,1245,314,797
ENSG00000034713,7800,3987,2065,6866,2608,4921,8158,4475,2581,3617
ENSG00000035115,3234,11126,2387,2249,1709,4301,1784,8794,1388,5231
ENSG00000035141,3120,2775,4995,5204,2293,3351,2337,3368,1328,1558
ENSG00000035403,14234,8467,6064,22159,10451,13930,18334,14604,7477,8144
ENSG00000035499,370,398,676,992,503,206,522,335,255,107
ENSG00000035664,618,757,1601,669,414,1217,784,1983,624,989
ENSG00000035681,4274,2864,2473,6226,2050,2632,3928,2822,997,1239
ENSG00000035687,6120,7299,4107,5481,1686,4650,10035,4667,2523,3494
ENSG00000035720,101,29,69,440,98,44,87,5,8,74
ENSG00000035862,29553,26373,6555,40962,9570,23404,46889,3682,12817,5724
ENSG00000035928,3723,2470,2734,6889,1976,7420,7896,8106,2812,5034
ENSG00000036054,1600,2671,1770,4999,2319,3962,6614,3195,1363,2264
ENSG00000036257,3356,5086,2026,5982,1361,9209,6039,8123,3347,4477
ENSG00000036448,62,23,5,154,19,155,130,205,64,122
ENSG00000036530,28,29,40,65,164,151,51,263,14,26
ENSG00000036549,1920,1562,2851,5584,2256,6276,9264,9166,1230,3232
ENSG00000036672,495,309,208,178,725,102,444,1245,102,42
ENSG00000037042,1354,893,477,548,248,1539,846,4909,940,1032
ENSG00000037241,1400,2685,1587,1152,412,1175,1175,1356,1032,1042
ENSG00000037280,801,420,211,1082,423,1193,1631,480,449,561
ENSG00000037474,9084,5705,11939,5644,3393,5563,6245,4350,3051,3280
ENSG00000037637,2216,1565,1249,2802,1240,3310,2951,3788,878,1941
ENSG00000037749,385,1169,312,3530,862,3316,4771,3762,624,2115
ENSG00000037757,463,960,343,329,157,1436,1219,1381,586,509
ENSG00000037897,1096,1160,1381,1019,415,1170,1505,918,483,526
ENSG00000037965,183,304,477,678,239,312,319,73,141,61
ENSG00000038002,2514,695,1191,1230,1067,2342,2351,1807,2130,1543
ENSG00000038210,2576,2890,1096,3932,824,2504,2018,1762,968,1625
ENSG00000038219,2569,3899,2258,8495,2788,8655,6768,7906,3373,4443
ENSG00000038274,2823,3555,2678,12251,2308,7766,10994,5901,1976,5002
ENSG00000038295,69,108,6,1144,139,769,395,15,18,334
ENSG00000038358,4566,2426,2167,3488,1225,3032,2853,2379,1183,1502
ENSG00000038382,7509,4666,4283,7874,5179,15528,16786,12501,2861,8459
ENSG00000038427,7690,13435,1763,67836,25000,27731,70973,1044,11948,7307
ENSG00000038532,3242,2109,1863,2932,1041,3638,3189,5979,2043,3963
ENSG00000038945,1786,2488,453,10985,1043,2036,5498,1503,580,1425
ENSG00000039068,59045,22217,8452,10659,8113,27623,21669,36081,44873,18879
ENSG00000039123,2648,5679,1426,6845,2535,7768,8962,6683,2505,4576
ENSG00000039139,211,51,29,53,75,3271,4046,2310,44,1483
ENSG00000039319,899,1269,370,4667,1629,4002,6392,4231,1216,2915
ENSG00000039523,1834,1559,2052,4164,1161,3478,3577,3265,1758,1783
ENSG00000039560,3309,3431,8359,6351,3704,5307,12382,4488,2325,4357
ENSG00000039650,3217,1255,1320,1370,556,1750,2026,2872,1396,1286
ENSG00000040199,947,494,636,1950,720,2566,1627,2036,180,934
ENSG00000040275,1218,1300,1802,2239,1130,1073,1246,752,577,496
ENSG00000040341,2016,3857,4608,3987,1615,5562,4615,5204,3256,2364
ENSG00000040487,1549,521,1324,894,548,1215,1309,1389,1039,780
ENSG00000040531,1961,659,500,2071,505,1607,2121,1355,514,827
ENSG00000040608,641,701,494,300,14,150,233,357,148,163
ENSG00000040633,3036,2556,1790,2891,1085,3497,3699,5165,2771,2654
ENSG00000040933,1847,1577,3003,5985,1254,2597,2215,3140,1109,1871
ENSG00000041353,689,641,118,398,598,10732,3969,9811,1075,8905
ENSG00000041357,7286,7605,15173,11856,2882,8633,10493,8564,7502,4348
ENSG00000041515,129,6,0,74,4,14,1033,744,16,85
ENSG00000041802,2129,3292,4896,3446,820,5208,4352,4096,2757,2640
ENSG00000041880,471,403,758,1389,272,3491,1688,4402,588,1813
ENSG00000041982,10476,3888,8195,20652,14752,19603,13402,351,2503,12564
ENSG00000041988,570,202,720,607,311,925,1002,1282,366,843
ENSG00000042062,285,150,47,437,115,212,136,624,67,82
ENSG00000042088,2046,1788,1576,2766,1027,1396,2605,2001,998,1179
ENSG00000042286,1678,443,825,2162,648,750,1227,2529,774,992
ENSG00000042317,583,717,272,545,281,477,686,926,391,390
ENSG00000042429,342,316,378,277,184,336,356,496,117,118
ENSG00000042445,4498,4710,2523,6497,1093,13672,4977,10868,7460,6861
ENSG00000042493,26892,13796,4891,28646,3238,9585,14997,12602,10785,4626
ENSG00000042753,4902,6773,6902,7643,1637,5956,5311,7193,3603,3732
ENSG00000042832,24,57,15,123,32,36,40,115,69,18
ENSG00000042980,379,169,106,4328,360,323,3903,207,62,615
ENSG00000043039,6130,6606,88,123,425,1133,450,2697,1997,454
ENSG00000043093,1528,2044,3068,5403,1419,3895,5259,3645,2469,1934
ENSG00000043143,722,3358,1201,6513,979,7448,6610,7373,1949,5198
ENSG00000043462,1071,1269,1186,12342,1469,978,3282,497,290,716
ENSG00000043514,1741,2542,2447,1718,974,1683,1412,1314,607,846
ENSG00000044090,43135,2760,1919,2414,663,6890,2977,6120,1845,3419
ENSG00000044115,31825,40988,17628,26046,10538,36721,39264,40049,30542,30684
ENSG00000044446,1256,1108,642,1971,1192,2389,1962,3401,701,1515
ENSG00000044459,628,409,279,1294,641,379,1073,263,380,175
ENSG00000044524,62,95,13,930,84,666,424,76,55,215
ENSG00000044574,46833,58608,77735,71480,31250,66852,91573,53594,32310,37417
ENSG00000046604,19034,17187,4864,41940,4394,20115,2872,10912,11220,13646
ENSG00000046647,1285,1739,279,961,273,1671,1297,2164,1086,958
ENSG00000046651,5669,2513,1561,3059,1548,5595,10802,4764,1757,2131
ENSG00000046653,6737,3311,914,637,710,819,1380,308,263,370
ENSG00000046889,119,114,36,2123,509,1386,1378,128,265,452
ENSG00000047056,1262,1498,872,2924,810,2798,3024,3371,440,1461
ENSG00000047188,1211,1552,736,4264,1196,5028,4990,6199,1874,4198
ENSG00000047230,4425,4529,859,1819,1670,6161,3217,4425,2249,2837
ENSG00000047249,5587,2896,2462,5535,2197,6100,19751,8132,4980,4491
ENSG00000047315,6784,7957,5218,11891,5535,11045,14277,12090,5251,6764
ENSG00000047346,1020,821,349,3042,692,13989,26382,18189,2046,11848
ENSG00000047365,682,636,739,6024,1248,639,2625,897,285,552
ENSG00000047410,14627,16247,8642,19254,8193,15367,17137,14052,7662,8273
ENSG00000047457,52,8047,8448,12135,214,982,24248,89,191,902
ENSG00000047578,1952,1043,737,1492,803,3196,3144,4743,1250,3180
ENSG00000047579,1883,2104,1788,1879,453,1470,1436,2056,1400,1022
ENSG00000047597,179,34,29,538,195,51,22,9,8,15
ENSG00000047617,104,16,32,94,27,108,71,122,72,141
ENSG00000047621,794,1165,1016,3262,2910,962,3015,1564,692,821
ENSG00000047634,164,285,189,624,472,1641,511,878,315,335
ENSG00000047644,4218,10831,1987,5217,2011,5995,8149,5988,4024,3437
ENSG00000047648,132,90,10,305,173,342,422,75,100,161
ENSG00000047662,163,5,77,8,27,158,21,27,56,58
ENSG00000047849,16723,23896,16158,33084,10354,25543,24534,18382,18819,13138
ENSG00000047932,3531,3626,2402,4388,1716,2685,3563,3252,1610,2277
ENSG00000048028,1466,2105,1661,3481,2201,2004,3980,3165,725,1124
ENSG00000048052,169,205,81,1888,432,424,3542,832,163,248
ENSG00000048140,3056,3693,3560,4015,1055,3938,2958,2931,2267,2658
ENSG00000048162,1256,2234,1926,1206,543,862,1345,579,423,462
ENSG00000048342,791,544,424,804,468,2100,636,1636,528,586
ENSG00000048392,2373,3227,1233,4795,1680,2696,5533,5303,1886,3304
ENSG00000048405,972,1946,1295,4342,1359,3942,3355,1579,930,2133
ENSG00000048462,117,13,2,626,38,73,29,1,11,54
ENSG00000048471,2200,2333,537,5994,993,3129,6144,4427,1543,2353
ENSG00000048540,165,79,37,453,77,37,418,6,36,44
ENSG00000048544,12339,3805,1906,4375,1125,4492,4185,3410,2215,2527
ENSG00000048649,2223,3481,4405,7316,3775,8257,8756,8107,2810,5452
ENSG00000048707,3596,2765,3606,10163,3345,14508,14913,13241,1748,6363
ENSG00000048740,952,907,506,13165,1247,1882,3046,367,463,876
ENSG00000048828,9151,12227,12475,21106,6573,35461,24799,29485,11136,14333
ENSG00000048991,2346,5156,3097,6730,3107,3317,2831,2994,1865,1496
ENSG00000049089,4999,295,2009,344,259,455,1452,3217,607,790
ENSG00000049130,173,464,535,2949,1087,6469,8731,9183,3344,7798
ENSG00000049167,414,480,144,1065,357,989,872,766,295,463
ENSG00000049192,128,95,28,324,146,309,433,21,105,110
ENSG00000049239,4434,3989,3390,13393,4415,16361,8570,8358,1515,7563
ENSG00000049245,2925,4448,3989,10131,3337,9576,13960,8499,2716,5319
ENSG00000049246,547,959,376,1682,544,746,2627,9351,436,3306
ENSG00000049249,134,213,201,3563,286,101,5795,83,36,69
ENSG00000049283,1776,2961,473,391,228,1726,822,3494,3779,1311
ENSG00000049323,9347,3594,2966,4163,2126,1913,4926,8350,3883,1173
ENSG00000049449,3336,3948,5475,4675,1666,2507,3383,942,1026,3031
ENSG00000049540,2607,121,24858,7053,17314,7760,3500,215,1711,2372
ENSG00000049541,3506,2933,2296,2099,1285,2239,2382,3672,1808,1484
ENSG00000049618,7300,4931,6649,8863,3675,7618,6266,12659,3686,6764
ENSG00000049656,16600,10054,23848,8651,4429,9166,8800,9289,4951,8261
ENSG00000049759,3871,4860,3623,1804,1352,11688,9010,13843,4412,10814
ENSG00000049768,438,364,346,1908,374,266,204,129,50,99
ENSG00000049769,502,359,129,173,94,263,177,270,135,154
ENSG00000049860,5563,5568,1579,16937,3783,9752,19031,6354,5121,6939
ENSG00000049883,662,447,230,1006,480,2105,1247,1479,443,990
ENSG00000050030,148,238,0,284,218,233,58,573,14,187
ENSG00000050130,1254,1163,850,3628,835,2107,4931,5403,2304,2877
ENSG00000050165,3724,3575,526,3041,1112,4970,2473,695,1564,3408
ENSG00000050327,1235,1439,1221,604,601,1913,1015,1479,912,1172
ENSG00000050344,10089,1946,1630,3301,622,467,1534,942,416,367
ENSG00000050393,2504,4817,3228,2882,1698,3491,4012,3684,3633,2409
ENSG00000050405,2443,3189,1501,12271,3048,18319,14730,12623,3653,7325
ENSG00000050426,1892,1776,1255,2743,1308,4612,5959,6495,1259,2541
ENSG00000050438,175,130,36,310,88,3670,7813,1951,93,2762
ENSG00000050555,115,428,771,232,154,271,185,107,163,64
ENSG00000050628,116,615,47,2977,252,8006,3932,7895,14271,428
ENSG00000050748,1658,1806,2426,4619,1271,5579,5598,7843,2271,4616
ENSG00000050767,250,259,130,86,62,55,52,38,19,51
ENSG00000050820,6175,4843,2248,2343,1524,4283,4107,3323,2070,2360
ENSG00000051009,1934,1612,1093,1629,920,4377,2275,4441,789,2388
ENSG00000051108,9631,5805,2931,15854,2980,9032,9269,5356,2292,5803
ENSG00000051128,1542,2143,1871,885,264,415,691,607,673,266
ENSG00000051180,1430,1016,1528,1135,385,501,717,496,564,263
ENSG00000051341,534,739,2320,1314,1015,385,617,435,256,202
ENSG00000051382,1562,5239,2794,5483,1830,4932,14722,5230,3441,3828
ENSG00000051523,7388,2310,4912,9295,1276,1147,6454,1394,1282,2039
ENSG00000051596,730,742,972,737,219,957,727,621,348,292
ENSG00000051620,8925,25016,12241,4111,1647,3737,3586,3595,5221,3175
ENSG00000051825,490,444,1185,2627,620,1751,2342,1812,526,765
ENSG00000052126,715,1026,1442,2054,1638,1797,2764,4477,1012,1640
ENSG00000052344,17421,7468,3237,666,5801,97491,6205,15381,10179,10487
ENSG00000052723,2382,3027,3060,4043,2041,3809,3880,2957,1421,1480
ENSG00000052749,5668,3991,3122,3637,3013,2912,4328,4147,1912,2475
ENSG00000052795,1115,1916,423,5111,1322,2270,12937,846,692,1703
ENSG00000052802,4377,9245,2211,2971,1224,4497,3030,3879,8073,2956
ENSG00000052841,3522,5032,2403,5742,7937,9696,10749,9125,3168,5859
ENSG00000052850,239,19,1904,32,292,192,44,5,113,28
ENSG00000053108,24,19,4,24,7,69,40,461,64,192
ENSG00000053254,1399,3016,1157,11813,1784,2798,7204,1430,1024,1307
ENSG00000053371,5501,1879,3459,2366,779,4169,4337,5767,2979,3662
ENSG00000053372,5120,2774,6062,3242,2663,3513,4541,3191,1911,2058
ENSG00000053438,15,25,11,215,25,143,28,42,3,36
ENSG00000053501,697,2158,1629,892,299,1294,1155,1443,577,765
ENSG00000053524,45,151,168,147,47,23,18,3,4,18
ENSG00000053702,194,60,118,456,294,373,297,232,97,249
ENSG00000053747,1188,53,1227,1146,383,2226,8083,7071,2519,7021
ENSG00000053770,1365,1719,1571,4395,1363,3118,6895,5586,2100,2636
ENSG00000053900,1727,1138,1230,2540,787,2630,2058,2238,1022,1335
ENSG00000053918,1096,291,365,722,117,435,2048,1378,124,467
ENSG00000054116,4887,5225,8631,4720,2452,4624,5139,5606,3648,3582
ENSG00000054118,10853,10286,12564,17522,6250,17296,18467,24796,8927,12459
ENSG00000054148,1299,1351,2858,2498,474,2525,2424,3809,2128,1750
ENSG00000054179,1428,795,715,128,435,480,246,914,1030,427
ENSG00000054219,685,474,983,3654,720,1018,1186,676,50,405
ENSG00000054267,4162,5214,3091,7227,2944,6490,7755,8276,2905,3918
ENSG00000054277,393,291,159,318,90,98,185,91,89,93
ENSG00000054282,3634,2293,1342,2054,759,1950,2918,2641,1210,1497
ENSG00000054356,44,24,12,11,21,15,119,5,178,5
ENSG00000054392,1064,481,263,492,158,1938,811,2570,753,1383
ENSG00000054523,3522,4637,3530,7881,6561,8865,10914,7670,1169,3496
ENSG00000054598,13523,8833,1038,3570,3238,646,603,32,100,300
ENSG00000054611,2369,2909,1506,3013,421,1634,2684,2789,1158,2072
ENSG00000054654,4184,4242,4241,18463,4162,11801,18840,13327,4042,10223
ENSG00000054690,689,254,452,181,482,229,604,717,1996,337
ENSG00000054793,7327,5437,8162,6661,2443,12829,6128,10616,5538,4995
ENSG00000054803,24,2,0,37,22,155,113,22,4,145
ENSG00000054938,71,155,706,304,12,17,115,19,58,74509
ENSG00000054965,3817,4147,3663,7495,4111,8689,6419,9418,1983,8423
ENSG00000054967,341,344,516,914,304,171,743,296,85,369
ENSG00000054983,1748,2152,788,3935,479,2974,6055,2972,1676,1403
ENSG00000055044,5547,6035,6815,5384,1725,5000,3730,4030,2003,2407
ENSG00000055070,6544,4100,8464,8709,3503,6651,6818,8942,2652,3881
ENSG00000055118,378,15,157,1186,815,128,26,332,12,59
ENSG00000055130,7365,5955,7954,9855,3453,6526,7174,3467,3527,5039
ENSG00000055147,809,2021,557,2764,545,2848,4366,3283,978,2190
ENSG00000055163,2058,851,259,9600,1737,4013,5888,11694,167,2278
ENSG00000055208,4351,6405,8827,12066,3942,7555,10898,10088,4314,6267
ENSG00000055211,2163,3035,4230,4214,1221,3145,3521,4996,1805,2886
ENSG00000055332,6351,1414,9672,13670,8161,11970,7035,8195,3381,5477
ENSG00000055483,4405,6827,3507,5941,2717,5672,5452,8065,2499,2889
ENSG00000055609,5740,5515,5191,11338,6040,23822,16130,8828,3481,7819
ENSG00000055732,131,13,283,907,140,293,565,1793,36,39
ENSG00000055813,13,5,0,55,13,37,38,10,83,22
ENSG00000055917,7349,11803,9906,17330,5518,17015,13559,19811,7668,12004
ENSG00000055950,3526,1701,1500,2021,1301,1848,3030,4124,1773,2146
ENSG00000056050,1532,2011,1829,1826,759,1512,1626,1260,739,723
ENSG00000056097,4350,6757,8166,12041,5154,8901,11709,11808,3825,6300
ENSG00000056277,284,859,1056,963,730,417,519,376,219,185
ENSG00000056558,1189,452,454,7294,831,988,2056,973,160,452
ENSG00000056586,2608,3705,3282,9046,3616,7568,8148,5942,2829,3207
ENSG00000056736,918,931,509,987,156,1207,1219,1893,8052,723
ENSG00000056972,3071,5089,1253,2403,707,1679,1283,3121,2428,1744
ENSG00000056998,1493,320,417,1446,173,1598,166,20,402,193
ENSG00000057019,1163,1486,3662,3204,2282,1558,4121,2787,600,929
ENSG00000057252,3761,1532,2324,11600,2317,2771,12492,3350,414,1550
ENSG00000057294,864,2116,493,784,3470,6098,6727,2924,822,1065
ENSG00000057593,11,12,9,29,3,534,554,729,14,1865
ENSG00000057608,20099,52225,18471,37606,14528,28735,49575,20535,11632,15599
ENSG00000057657,1050,1570,1182,5283,1208,895,5871,261,675,599
ENSG00000057663,2663,4394,1785,3878,1133,2126,3027,2349,1759,1768
ENSG00000057704,407,213,153,2619,327,552,1194,405,153,413
ENSG00000057757,4137,2938,2692,3605,1779,4327,4385,3904,1485,2545
ENSG00000057935,2081,3407,4035,3351,2026,6192,2164,5740,2743,4004
ENSG00000058056,2587,1716,3370,3788,1729,7169,1807,4022,1437,2015
ENSG00000058063,1341,5597,3456,10689,2495,3326,3929,3973,3591,1557
ENSG00000058085,3155,279,7349,1147,4004,5553,3313,1489,2499,2783
ENSG00000058091,612,984,1289,3800,871,1986,3264,1041,1152,1460
ENSG00000058262,17894,29343,45844,32648,13867,33747,35128,24602,16684,17271
ENSG00000058272,2352,2364,1820,10230,2870,6564,7909,5402,2408,3061
ENSG00000058335,1602,27,318,328,172,54,47,14,17,59
ENSG00000058404,180,12,70,37,140,107,48,9796,33,33
ENSG00000058453,2694,1129,868,780,451,2126,1461,2665,576,731
ENSG00000058600,4501,2480,1367,1940,1162,3451,3240,7146,1386,4230
ENSG00000058668,15639,8261,3695,24540,6131,16714,11878,8461,6184,4100
ENSG00000058729,1174,1698,622,2673,1042,2845,2876,2008,887,1503
ENSG00000058799,2300,4007,1495,2933,889,2888,7110,5600,2691,4874
ENSG00000058804,2759,6030,6923,7012,3780,2792,6488,4313,1759,2444
ENSG00000058866,75,35,168,305,64,48,94,11,67,46
ENSG00000059122,3574,1760,795,1375,509,2583,2247,4511,1497,2370
ENSG00000059145,1243,557,365,820,187,1303,666,2519,329,1067
ENSG00000059377,577,595,307,3429,278,607,2880,393,150,575
ENSG00000059378,2567,1014,6238,6666,2262,3305,5800,1237,1142,1933
ENSG00000059573,8502,7105,9721,11004,9279,6715,11409,10253,4726,8270
ENSG00000059588,9432,7148,7185,3620,2323,4658,5319,6670,2159,2307
ENSG00000059691,1982,1591,1135,1231,627,1960,2796,1739,1110,1421
